Job name,Company name,Star,Lương,Skills,Job Expertise,Job Domain,Kinh nghiệm,Level,Work at,Work days,Company size,Address,Company industry,Company country,link
Frontend Engineer (ReactJS),Employment Hero,4.9,You'll love it,"ReactJS,English,TypeScript,JavaScript",Frontend Developer,Software Products and Web Services,,,Remote,Monday - Friday,1000+ employees,"Cach Mang Thang 8, District 10, Ho Chi Minh",Software Products and Web Services,Australia,https://itviec.com/it-jobs/frontend-engineer-reactjs-employment-hero-3011
Senior Frontend Developer (HTML5/CSS3),4GOO,,Based on experience,"VueJS,CSS,Java,Nuxt.js,English,GitLab",Frontend Developer,"E-commerce,Banking,Media, Advertising and Entertainment,AI Software & Services",,,Remote,Monday - Friday,1-50 employees,"From Home, Thu Duc City, Ho Chi Minh",AI Software & Services,Germany,https://itviec.com/it-jobs/senior-frontend-developer-html5-css3-4goo-0126
"DevOps Engineer (CI/CD, Kubernetes)",CÔNG TY TNHH GIẢI PHÁP BRAIN TECH,,You'll love it,"DevOps,Big Data,CI/CD,Kubernetes,Docker,Linux",DevOps Engineer,"Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,1-50 employees,"Phường Đức Nhuận, Phu Nhuan, Ho Chi Minh",AI Software & Services,Vietnam,https://itviec.com/it-jobs/devops-engineer-ci-cd-kubernetes-cong-ty-tnhh-giai-phap-brain-tech-4758
Go Developer – Real-Time Communication,4GOO,,Based on experience,"Golang,English,Docker,Redis,PostgreSql,API",Backend Developer,"E-commerce,Banking,Media, Advertising and Entertainment,Trading and Commercial",,,Remote,Monday - Friday,1-50 employees,"From Home, Thu Duc City, Ho Chi Minh",AI Software & Services,Germany,https://itviec.com/it-jobs/go-developer-real-time-communication-4goo-1319
"Java Backend Developer (Spring Boot, Security)",CÔNG TY TNHH CÔNG NGHỆ KIM PHÚ HOÀ,,You'll love it,"Java,Docker,SQL,Security,Spring Boot,Spring",Backend Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"P201, Số 170 Trần Vỹ, Phường Từ Liêm, Nam Tu Liem, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/java-backend-developer-spring-boot-security-cong-ty-tnhh-cong-nghe-kim-phu-hoa-2238
"Senior QA/QC Engineer (Manual, Ha Noi)",Travala.com,5.0,You'll love it,"QA QC,SQL,Postman",Test Coordinator / QAQC Coordinator,Blockchain & Web3 Services,,,Hybrid,Monday - Friday,51-150 employees,"Tòa nhà Udic Complex, đường Hoàng Đạo Thúy, Phường Yên Hòa, Thành phố Hà Nội, Cau Giay, Ha Noi",Tourism and Hospitality Services,Singapore,https://itviec.com/it-jobs/senior-qa-qc-engineer-manual-ha-noi-travala-com-1434
Product Owner/Project Management (Waterfall/Agile),QUANTICO GAMES,,"800 - 1,500 USD","Project Management,API,Waterfall Methodology,Agile,Product Owner",Product Owner,Game,,,Hybrid,Monday - Friday,1-50 employees,"Tầng 5 tòa nhà HL, số 6 Ngõ 82 P. Duy Tân, Dịch Vọng Hậu, Cau Giay, Ha Noi",Software Products and Web Services,Italy,https://itviec.com/it-jobs/product-owner-project-management-waterfall-agile-quantico-games-0122
Chuyên Viên Phát Triển Khoa Học Dữ Liệu- Data Scientist,MB Bank,4.9,You'll love it,"Data Science,Big Data,Database,AI",Data Scientist,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/chuyen-vien-phat-trien-khoa-hoc-du-lieu-data-scientist-mb-bank-0744
Business Analyst,HTGSOFT Viet Nam,,8-15tr,"Business Analysis,Jira,SQL,Scrum,Agile,Project Management",Business Analyst,"IT Services and IT Consulting,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,1-50 employees,"Lô E2a-10, đường D2b, khu công nghệ cao Q9, phường Long Thạnh Mỹ, Thu Duc City, Ho Chi Minh",,Vietnam,https://itviec.com/it-jobs/business-analyst-htgsoft-viet-nam-5820
Manual Tester ( API/ SQL/ Jira ),Ecotek,,You'll love it,"Tester,SQL,API,Jira,Automation Test",Manual Tester,IT Services and IT Consulting,,,At office,Monday - Friday,51-150 employees,"Văn phòng Ecotek, Khu đô thị Ecopark, Xuân Quan, Văn Giang, Hưng Yên",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/tester-ecotek-1512
ReactJS Frontend Developer (JavaScript) - Remote,Sisu Network,,You'll love it,"ReactJS,JavaScript,TypeScript",Frontend Developer,AI Software & Services,,,At office,Monday - Friday,51-150 employees,"., District 1, Ho Chi Minh",AI Software & Services,Vietnam,https://itviec.com/it-jobs/reactjs-frontend-developer-javascript-remote-sisu-network-1114
"ReactJS Frontend Developer (JavaScript, TypeScript)",Goline Corporation,,Very attractive!!!,"JavaScript,HTML,Bootstrap,ReactJS,TypeScript,CSS",Frontend Developer,Financial Services,,,At office,Monday - Friday,51-150 employees,"Tầng 8, tòa nhà Kim Ánh, 78 Duy Tân, Cau Giay, Ha Noi",,Vietnam,https://itviec.com/it-jobs/reactjs-frontend-developer-javascript-typescript-goline-corporation-4954
"Product Designer (UI-UX, Illustrator, Photoshop, Figma)",WTECH VIETNAM,,You'll love it,"Product Design,Mobile Apps,UI-UX,Illustrator,Adobe Photoshop,Figma",Product Designer,Software Development Outsourcing,,,At office,Monday - Friday,1-50 employees,"Số 28 đường Trần Quốc Thảo,Phường Xuân Hòa, District 3, Ho Chi Minh",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/product-designer-ui-ux-illustrator-photoshop-figma-wtech-vietnam-2322
IOS Developer (Swift/C++),TOHSoft,4.8,"800 - 1,800 USD","Swift,JSON,iOS,UI-UX,C++,Objective C",Mobile Application Developer,"IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services",,,At office,Monday - Friday,51-150 employees,"Tầng 16 toà nhà văn phòng Viwaseen Số 48, Đường Tố Hữu, phường Trung Văn, Nam Tu Liem, Ha Noi",Telecommunication,Vietnam,https://itviec.com/it-jobs/ios-developer-swift-c-tohsoft-5556
"Software Engineer, Real-Time Text-to-Speech (Pyhon/AI)",B3NETWORKS VIETNAM,4.8,You'll love it,"Python,TensorFlow,PyTorch,Machine Learning,AI,OOP",DevOps Engineer,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"40 Phạm Ngọc Thạch, District 3, Ho Chi Minh",Telecommunication,Singapore,https://itviec.com/it-jobs/software-engineer-python-ai-ml-hoiio-1623
System Admin (Private Cloud),MB Bank,4.9,You'll love it,"VMware,Cloud,OpenStack,CloudFormation",Systems Engineer / Administrator,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/system-admin-private-cloud-mb-bank-5922
Backend Developer (C/C++ language),Endava Việt Nam,4.4,You'll love it,"C language,Linux,C++",Backend Developer,Telecommunication,,,Hybrid,Monday - Friday,1000+ employees,"TIKTAK 5 Office - Lancaster Luminaire, No. 1152 - 1154 Lang Street, Dong Da, Ha Noi",IT Services and IT Consulting,United Kingdom,https://itviec.com/it-jobs/backend-developer-c-c-language-endava-viet-nam-0350
Automation Tester & Manual Tester (QA QC),OnePay,3.2,You'll love it,"Tester,Automation Test,API,Jmeter,Postman,QA QC",Software Engineer in Test (SDET),Financial Services,,,At office,Monday - Friday,51-150 employees,"BIDV Tower, 194 Tran Quang Khai, Hoan Kiem, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/automation-tester-manual-tester-qa-qc-onepay-0734
"Application Operation Engineer (Linux, Docker, MySQL)",VPBank,3.4,You'll love it,"DevOps,Domain-Driven Design,Microservices Architecture,MySQL,Oracle,Docker",SysOps Engineer,"Banking,IT Services and IT Consulting,Software Products and Web Services,Securities & Investment,Financial Services",,,At office,Monday - Saturday,1000+ employees,"109 Tran Hung Dạo, Hoan Kiem, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/application-operation-engineer-vpbank-3031
Senior PHP Backend Developer (SQL),Quantic,4.3,You'll love it,"PHP,Microsoft Azure SQL Database,API,OOP,Azure,SQL",Backend Developer,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"176/4 Le Van Sy Street,  10 Ward , Phu Nhuan, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-php-backend-developer-sql-quantic-0303
Middle/Senior NodeJS Developer,Laidon Group,,You'll love it,"NodeJS,ReactJS,NestJS,TypeScript,SAP,JavaScript",Backend Developer,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"324 Le Van Sy, Ward 2, Tan Binh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/middle-senior-nodejs-developer-laidon-group-5042
UI/UX Designer,XT Solution,,You'll love it,"UI-UX,Sketch,Adobe XD,Figma,English",UX/UI Designer,Software Products and Web Services,,,At office,Monday - Friday,1-50 employees,"Tầng 12A, Tòa nhà CII Tower, 152 Điện Biên Phủ, Phường 25, Binh Thanh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/ui-ux-designer-xt-solution-1517
02 Data Engineers (Databricks),NTT DATA VDS,3.4,"1,100 - 1,900 USD","Databricks,Java,Python,Apache Spark,Power BI,English",Data Engineer,Software Development Outsourcing,,,At office,Monday - Friday,301-500 employees,"98 Nguy Nhu Kon Tum, Thanh Xuan, Ha Noi",Software Development Outsourcing,Italy,https://itviec.com/it-jobs/02-data-engineers-databricks-ntt-data-vds-3246
"Mid/Senior Magento Developer (PHP, JavaScript, MySQL)","SecommSC Co., Ltd",,You'll love it,"Magento,CSS 3,HTML,MySQL,JavaScript,PHP",Backend Developer,"E-commerce,Software Development Outsourcing",,,At office,Monday - Friday,1-50 employees,"Số 9 Phan Kế Bính, Phường Tân Định, District 1, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/mid-senior-magento-developer-php-javascript-mysql-secommsc-co-ltd-3614
Technical Project Manager,Endava Việt Nam,4.4,You'll love it,"Project Management,Scrum,Agile",Project Manager,"Banking,IT Services and IT Consulting,Software Development Outsourcing,Financial Services",,,Hybrid,Monday - Friday,1000+ employees,"9-11 Dong Da street, Ward 2, Tan Binh, Ho Chi Minh",IT Services and IT Consulting,United Kingdom,https://itviec.com/it-jobs/technical-project-manager-endava-viet-nam-4523
[Sign-on Bonus] Frontend Technical Lead - $70K/year,Crossian,4.4,You'll love it,"NextJS,Redux,ReactJS,AWS,NodeJS,JavaScript",Frontend Developer,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,151-300 employees,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",E-commerce,Vietnam,https://itviec.com/it-jobs/sign-on-bonus-frontend-technical-lead-70k-year-crossian-5356
DevOps Engineer,MB Bank,4.9,You'll love it,"DevOps,CI/CD,PostgreSql,SQL,Oracle,DevSecOps",DevOps Engineer,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/devops-engineer-mb-bank-0137
Ruby On Rails Developer (Ruby/ AWS/ Azure/ GCP),10kn,,Up to 35.000.000 vnd,"Ruby,Redux,Azure,GCP,AWS,Ruby on Rails",Backend Developer,Software Development Outsourcing,,,Hybrid,Monday - Friday,1-50 employees,"6 th floor, Sacombank Building, Le Duc Tho Street, My Dinh Ward, Nam Tu Liem, Ha Noi",,Japan,https://itviec.com/it-jobs/ruby-on-rails-developer-ruby-aws-azure-gcp-10kn-4239
Senior Frontend Developer (ReactJS),One Mount Group,4.1,You'll love it,"ReactJS,Redux,Angular,NextJS,JavaScript",Frontend Developer,"E-commerce,Retail and Wholesale,Financial Services",,,At office,Monday - Saturday,1000+ employees,"Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-frontend-developer-reactjs-one-mount-group-2010
C++/C# Developer,Samsung Electronics HCMC CE Complex,4.8,Negotiable,"C++,C#,OOP",Enterprise Application Developer (CRM),IT Hardware and Computing,,,At office,Monday - Friday,1000+ employees,"Lot I-11, D2 Road, Saigon Hi-tech Park, Tang Nhon Phu Ward, Thu Duc City, Ho Chi Minh",Manufacturing and Engineering,South Korea,https://itviec.com/it-jobs/c-c-developer-samsung-electronics-hcmc-ce-complex-1547
Lead/ Principal Front-end Engineer (ReactJS/ NextJS),"MONEY FORWARD VIETNAM CO.,LTD",4.3,You'll love it,"ReactJS,NextJS,English",Frontend Developer,Software Products and Web Services,,,Hybrid,Monday - Friday,301-500 employees,"11th Floor, ROX Tower, No 54A Nguyen Chi Thanh, Lang Thuong Ward, Dong Da, Ha Noi",Financial Services,Japan,https://itviec.com/it-jobs/lead-principal-front-end-engineer-reactjs-nextjs-money-forward-vietnam-co-ltd-3536
Senior Backend Engineer - NodeJS (Upto $4000),Blue Belt Technology,3.8,"1,500 - 4,000 USD","NodeJS,Database,SQL,Java,English,JavaScript",Backend Developer,"Blockchain & Web3 Services,Game,IT Services and IT Consulting,Financial Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Level 3, The Loop Building, 241 Xuan Thuy, Cau Giay, Ha Noi",IT Services and IT Consulting,Japan,https://itviec.com/it-jobs/senior-backend-engineer-nodejs-upto-4000-blue-belt-technology-2143
Mobile SDK Developer (Kotlin),MCGAAW,,You'll love it,"Kotlin,TypeScript,Mobile Apps",Mobile Application Developer,Software Products and Web Services,,,At office,Monday - Friday,301-500 employees,"5th Floor, E-Town 5, 364 Cong Hoa Street, Tan Binh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/mobile-sdk-developer-kotlin-mcgaaw-3727
"Technical Demo Architect (API, Javascript, JSON, Git)",OL Vietnam,4.2,You'll love it,"API,JSON,Git,Postman,ReactJS,JavaScript",Solution Architect,"Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Saigon Trade Center Building, 37 Ton Duc Thang, District 1, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/technical-demo-architect-api-javascript-json-git-ol-vietnam-1202
Project Manager (AI/English or Japanese),Success Software Services,3.8,You'll love it,"Project Management,Jira,AI,Japanese,English",Project Manager,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"Scetpa Building, 19A Cong Hoa, ward 12, Tan Binh, Ho Chi Minh",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/project-manager-ai-english-or-japanese-success-software-services-2053
IT Business Analyst (ERP/ Odoo),Công ty Cổ phần Quốc tế Homefarm,,You'll love it,"Business Analysis,Odoo,ERP",Business Analyst,"Retail and Wholesale,Agriculture",,,At office,Monday - Friday,51-150 employees,"Tầng 8, tòa VTC Online, Số 18 Tam Trinh, Hai Ba Trung, Ha Noi",Agriculture,Vietnam,https://itviec.com/it-jobs/it-business-analyst-erp-odoo-cong-ty-co-phan-quoc-te-homefarm-1555
Senior/Principal PHP Software Engineer,Rakus Vietnam Company,5.0,"1,300 - 1,800 USD","PHP,Technical Writing,PostgreSql,Solution Architecture,JavaScript",Fullstack Developer,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"Tầng 6, Tòa Nhà 3 Bees Tower, 281 Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Hồ Chí Minh, Phu Nhuan, Ho Chi Minh",Software Products and Web Services,Japan,https://itviec.com/it-jobs/senior-principal-php-software-engineer-rakus-vietnam-company-1749
Technical Lead (Frontend / Backend),BinarixTech,,"2,000 - 3,000 USD","Team Management,C#,C++,TypeScript,JavaScript,Java",Manager,Software Products and Web Services,,,At office,Monday - Friday,1-50 employees,"19A Huỳnh Đình Hai, P. 14, Binh Thanh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/technical-lead-frontend-backend-binarixtech-4220
Senior 3D JavaScript Engineer,Bespokify Vietnam,,"1,500 - 3,000 USD","JavaScript,Unity,KonvaJS,NodeJS,HTML5,CSS",Frontend Developer,"E-commerce,Software Development Outsourcing,Sports and Fitness,Apparel and Fashion,Healthcare",,,At office,Monday - Friday,1-50 employees,"52 Nguyen Van Linh street, Hai Chau, Da Nang",AI Software & Services,Japan,https://itviec.com/it-jobs/senior-3d-javascript-engineer-bespokify-vietnam-1837
Project Manager Assistant,Forix,3.5,You'll love it,"Project Management,Team Management,Magento,English",Manager,"E-commerce,IT Services and IT Consulting",,,At office,Monday - Friday,51-150 employees,"82 Tran Huy Lieu, Phu Nhuan, Ho Chi Minh",Software Development Outsourcing,United States,https://itviec.com/it-jobs/project-manager-assistant-forix-4320
"Technical Project Manager (AWS, Cloud, Azure)",OL Vietnam,4.2,You'll love it,"Project Management,Leadership,AI,Azure,Cloud,AWS",Project Manager,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"Saigon Trade Center Building, 37 Ton Duc Thang, District 1, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/technical-project-manager-aws-cloud-azure-ol-vietnam-1250
Technical Lead (DevOps/ Machine Learning/ AI/ Python),Techvify,4.5,Up to 80m,"Team Management,ReactJS,Python,DevOps,Java,AI",Fullstack Developer,Software Development Outsourcing,,,At office,Monday - Friday,301-500 employees,"Headquarter | F9 Tower A, HUDTOWER Building, 37 Le Van Luong, Thanh Xuan, Ha Noi",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/technical-lead-devops-machine-learning-ai-python-techvify-software-4909
"Frontend Developer (VueJS, JavaScript, English)",LOGICENTRA,,22 – 28 million vnd,"VueJS,Jest,ReactJS,UI-UX,JavaScript,English",Frontend Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Toà nhà 678, 67 Hoàng Văn Thái, Phường Tân Mỹ, District 7, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/frontend-developer-vuejs-javascript-english-logicentra-0315
Product Owner,Yes4All,3.4,You'll love it,"Product Owner,Agile,SQL,Database,Figma,Business Analysis",Product Owner,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,301-500 employees,"127 Hong Ha, Phu Nhuan, Ho Chi Minh",E-commerce,United States,https://itviec.com/it-jobs/product-owner-yes4all-4859
"【Đống Đa】Kỹ Sư Cầu Nối BrSE (N2, base IT)",Neos Việt Nam,4.0,"2,000 - 3,000 USD","Bridge Engineer,Japanese,AWS",Manager,"Game,IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Tầng 7, tòa nhà Ocean Park, số 1 Đào Duy Anh, Dong Da, Ha Noi",Software Development Outsourcing,Japan,https://itviec.com/it-jobs/dong-daky-su-cau-noi-brse-n2-base-it-neos-viet-nam-0644
(Project Manager) Quản trị dự án,MBAMC,,"800 - 2,000 USD","Spring Boot,JavaScript,Angular,MySQL,SQL,Java",Project Manager,"Banking,Software Products and Web Services,Financial Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Tòa nhà 175 Giảng Võ, Dong Da, Ha Noi",,Vietnam,https://itviec.com/it-jobs/project-manager-quan-tri-du-an-mbamc-2415
Mobile Developer (Flutter),SSI Securities Corporation,,You'll love it,"Flutter,Mobile Apps",Software/Technical Architect,"Banking,Securities & Investment",,,At office,Monday - Friday,1000+ employees,"1 Luong Yen, Hai Ba Trung, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/mobile-developer-flutter-ssi-securities-corporation-4838
Senior Front-end Developer (NextJS/ReactJS),CUBICSTACK SOLUTIONS,,You'll love it,"ReactJS,Git,NextJS,TypeScript,NodeJS,JavaScript",Frontend Developer,Financial Services,,,At office,Monday - Friday,1-50 employees,"Charmington La Pointe Officetel Apartments, 181 Cao Thang St, District 10, Ho Chi Minh",Financial Services,Vietnam,https://itviec.com/it-jobs/senior-front-end-developer-nextjs-reactjs-cubicstack-solutions-1130
QA/QC Engineer,Cigro Inc.,,You'll love it,"QA QC,Usability testing,English",Test Coordinator / QAQC Coordinator,Software Development Outsourcing,,,At office,Monday - Friday,51-150 employees,"Thao Dien, Thu Duc City, Ho Chi Minh",Software Products and Web Services,South Korea,https://itviec.com/it-jobs/qa-qc-engineer-cigro-inc-4011
[Sign-on Bonus] Scrum Master - Up to 30 months/year,Crossian,4.4,You'll love it,"Scrum,UI-UX,Jira,Product Management,Agile",Scrum Master / Agile Coach,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,151-300 employees,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",E-commerce,Vietnam,https://itviec.com/it-jobs/sign-on-bonus-scrum-master-up-to-30-months-year-crossian-5454
"Senior AI-Driven Product Engineer (Java, Python)",TymeX,4.8,You'll love it,"Prompt Engineering,Java,AI,Microservices,AWS,Python",Backend Developer,"Banking,IT Services and IT Consulting,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,301-500 employees,"Level 6-7, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Khanh Ward, Thu Duc City, Ho Chi Minh",Banking,Singapore,https://itviec.com/it-jobs/senior-ai-driven-product-engineer-java-python-tymex-5933
"Cloud DevOps Engineer (English, Kubernetes, AWS/Azure)",FWD VTC,,You'll love it,"DevOps,Azure,AWS,Kubernetes,Cloud,English",DevOps Engineer,"Insurance,Banking,IT Services and IT Consulting",,,Hybrid,Monday - Friday,51-150 employees,"Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",Software Products and Web Services,Hong Kong,https://itviec.com/it-jobs/cloud-devops-engineer-english-kubernetes-aws-azure-fwd-vtc-5132
Junior/ Senior Frontend Developer (ReactJS/ JavaScript),Công Ty TNHH HT SOFTWARE,,You'll love it,"ReactJS,NextJS,CSS 3,HTML5,TypeScript,JavaScript",Frontend Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"184 Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP.Hồ Chí Minh, Binh Thanh, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-frontend-developer-reactjs-javascript-cong-ty-tnhh-ht-software-1317
"Automation QC Engineer (Tester, QA QC)",Orient Software Development Corp.,4.5,You'll love it,"QA QC,Tester,Integration test,Automation Test,Selenium,JavaScript",Automation Tester,"Software Development Outsourcing,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,301-500 employees,"364 Cong Hoa, Tan Binh, Ho Chi Minh",Software Development Outsourcing,Singapore,https://itviec.com/it-jobs/automation-qc-engineer-tester-qa-qc-orient-software-development-corp-5050
Principal/Senior Golang Engineer (Open for Expats),"MONEY FORWARD VIETNAM CO.,LTD",4.3,You'll love it,"Golang,CI/CD,PostgreSql,MySQL,AWS,English",Backend Developer,"E-commerce,Banking,Software Development Outsourcing,Software Products and Web Services,Financial Services",,,Hybrid,Monday - Friday,301-500 employees,"ETown Central Building, 11 Doan Van Bo, Ward 13, District 4, Ho Chi Minh",Financial Services,Japan,https://itviec.com/it-jobs/principal-senior-golang-engineer-open-for-expats-money-forward-vietnam-co-ltd-1739
"Junior AI Developer (Python, ML)",Coder Trove,,You'll love it,"Computer Vision,Generative AI,AI,Python,English",AI / Machine Learning Engineer,"Non-Profit and Social Services,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,1-50 employees,"30 Nguyễn Thị Diệu , District 3, Ho Chi Minh",Software Products and Web Services,Australia,https://itviec.com/it-jobs/junior-ai-developer-python-ml-coder-trove-1546
Sr./Mid. Mobile Developer (Flutter & Dart),SHINHAN DS,4.2,"900 - 1,500 USD","Flutter,MVC,Android,iOS,Mobile Apps,Dart",Mobile Application Developer,"Banking,Software Development Outsourcing,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,51-150 employees,"11th Floor, The Mett Tower, Tran Bach Dang Street, An Khanh Ward, Thu Duc City, Ho Chi Minh",Banking,South Korea,https://itviec.com/it-jobs/sr-mid-mobile-developer-flutter-dart-shinhan-ds-2734
Software Engineer (.Net/Java/SQL),OL Vietnam,4.2,You'll love it,".NET,Software Architecture,English,Azure,Java,SQL",Backend Developer,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"Saigon Trade Center Building, 37 Ton Duc Thang, District 1, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/software-engineer-net-java-sql-ol-vietnam-3110
"Mid/ Sr Data Engineer (SQL Server, ETL/ELT, Oracle)",VPBank,3.4,You'll love it,"ETL,API,Kafka,Java,SQL,Data Warehousing",Data Engineer,"Banking,IT Services and IT Consulting,Software Products and Web Services,Securities & Investment,Financial Services",,,At office,Monday - Saturday,1000+ employees,"109 Tran Hung Dạo, Hoan Kiem, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/mid-sr-data-engineer-sql-server-elt-oracle-vpbank-3959
"Sr Backend Engineer (PHP/Python/Go, Network)",GeoComply (GeoTech Hub Vietnam),4.7,You'll love it,"PHP,English,Networking,Cybersecurity,Golang,Python",Backend Developer,"IT Services and IT Consulting,Cyber Security,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,Hybrid,Monday - Friday,301-500 employees,"Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, District 1, Ho Chi Minh",Software Products and Web Services,Canada,https://itviec.com/it-jobs/sr-backend-engineer-php-python-go-network-geocomply-geotech-hub-vietnam-2036
2D Game Artist,Zyneric,,20 - 37 triệu net,"Games,Design,UI-UX,Illustrator,Adobe Photoshop",Game Designer,"Game,Software Development Outsourcing",,,At office,Monday - Friday,1-50 employees,"Tầng 6, tòa nhà LK, 399 Cộng Hòa, Tan Binh, Ho Chi Minh",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/2d-game-artist-zyneric-0740
VIC - IT System Administration Engineer (Linux/ Cloud),Viettel Group,3.6,You'll love it,"System Admin,Microservices,Big Data,Cloud,Nginx,Linux",Systems Engineer / Administrator,Telecommunication,,,At office,Monday - Friday,1000+ employees,"Tầng 5, Trụ sở chính của Tập đoàn Viettel, Lô D26, Khu đô thị mới Cầu Giấy, phường Yên Hòa, Cau Giay, Ha Noi",Telecommunication,Vietnam,https://itviec.com/it-jobs/vic-it-system-administration-engineer-linux-cloud-viettel-group-1351
"Cross Platform Mobile Developer (TypeScript, Angular)",MCGAAW,,You'll love it,"Mobile Apps,Android,TypeScript,Angular,Kotlin",Mobile Application Developer,Software Products and Web Services,,,At office,Monday - Friday,301-500 employees,"5th Floor, E-Town 5, 364 Cong Hoa Street, Tan Binh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/cross-platform-mobile-developer-typescript-angular-mcgaaw-2840
"Senior/Lead QA Engineer (QE, QC, Tester)",NAB Innovation Centre Vietnam,4.6,You'll love it,"QA QC,Black box testing,TestNG,Selenium,Automation Test,Tester",Automation Tester,"Banking,IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,Financial Services",,,Hybrid,Monday - Friday,1000+ employees,"The Hallmark, 15 Tran Bach Dang, Thu Thiem Ward, Thu Duc City, Ho Chi Minh",Banking,Australia,https://itviec.com/it-jobs/senior-lead-qa-engineer-qe-qc-tester-nab-innovation-centre-vietnam-2702
